Gene,p53_mock_1,p53_mock_2,p53_mock_3,p53_mock_4,p53_IR_1,p53_IR_2,p53_IR_3,p53_IR_4,null_mock_1,null_mock_2,null_IR_1,null_IR_2
  Cbl,12.6925,13.078,12.9537,13.4188,12.6801,12.6909,12.9466,12.8853,13.1411,12.9923,12.6861,12.5435
  Cbln2,2.4036,3.3499,3.5627,3.6224,4.9458,5.7322,5.6929,5.0007,2.4728,3.6731,5.0211,4.3983
  Cbr2,5.676,5.2508,6.3943,6.2855,6.2302,5.0162,5.8715,5.1112,4.9245,4.2391,3.2771,4.7432
  Cbr3,4.8667,4.7673,5.0149,4.7699,5.1773,4.5177,4.1405,4.0648,4.8095,4.3671,3.5816,4.0184
  Cbs,3.4726,3.7327,3.4382,4.1131,6.0077,6.0113,6.5121,5.9077,3.3511,4.1706,6.3875,6.1105
  Cbx2,6.7366,6.6883,6.5677,6.8298,6.3771,6.5073,6.6941,6.9358,6.9656,6.9536,7.9723,7.0855
  Cbx3,11.5492,11.4057,11.4442,11.4207,10.9478,10.9959,11.2835,11.2107,11.496,11.5479,12.6161,12.0751
  Cbx3-ps6,7.0634,6.5989,7.3071,6.27,2,2,5.8715,8.0776,4.5478,6.5574,8.6614,8.0286
  Cbx3-ps7,2,2,2,2,6.6324,2,6.3766,6.0805,4.6846,2,2,2
  Cbx5,11.8949,11.7899,11.8307,11.7911,12.0199,11.9126,12.5366,12.5646,11.7115,11.727,13.5706,13.0788
  Cbx6,9.3576,9.3181,9.2795,10.1536,9.1062,9.1579,9.2417,9.3798,9.9003,10.0792,10.4038,10.2425
  Cbx8,8.0452,7.9082,7.8859,8.2991,7.1645,6.9875,7.4125,7.889,8.1847,8.2494,8.8933,7.95
  Cby1,7.3413,6.9547,7.1865,7.054,9.5054,9.2459,10.0361,10.2498,7.044,7.0037,6.8244,6.5343
  Cc2d2b,7.7401,8.0456,7.8374,8.5014,5.4225,5.5108,4.5293,5.1112,8.2523,8.5381,4.803,5.6779
  Ccdc115,9.3717,9.1053,9.2003,9.2842,9.7564,9.6974,9.9709,10.032,9.2242,9.5774,10.8265,10.9131
  Ccdc116,7.2153,7.4715,7.4985,7.6396,8.6664,9.028,8.8902,8.9154,7.4091,7.5868,9.3462,9.3244
  Ccdc120,2.8535,2.4722,2.9833,2.873,4.5918,4.3934,3.6067,3.5411,2.4728,2.9073,4.0468,4.3415
  Ccdc122,6.7881,6.3614,6.6543,5.7067,8.9111,9.1483,9.0875,9.3407,6.1116,6.4166,5.2105,6.4018
  Ccdc124,9.0968,8.7032,8.9238,8.6159,10.163,10.2,10,10.4391,8.6281,8.7139,10.8256,10.517
  Ccdc125,9.4037,9.4801,9.4033,9.6672,8.9231,8.9139,8.7959,8.7923,9.6888,9.7676,8.6775,9.0686
  Ccdc136,3.2942,2.9768,2.3153,3.0281,4.4217,4.8369,3.8981,2.9672,2.9778,2.2856,2,2.6873
  Ccdc148,8.1006,7.9895,8.7183,8.3441,7.8989,7.8392,7.9145,7.5498,7.8239,7.8828,6.7192,7.1447
  Ccdc152,3.7743,3.6461,4.2215,4.3667,2.4171,3.2738,3.0163,2.9672,3.9666,4.2391,3.0969,2.4924
  Ccdc159,2.8535,3.1122,3.1514,2.6992,5.2298,5.8314,5.1442,5.4838,3.1133,2.7283,2.3615,3.6949
  Ccdc166,7.5244,7.3466,7.3509,7.4468,7.4343,7.607,7.9627,8.1441,7.4222,7.7005,8.8583,8.4966
  Ccdc180,5.373,5.635,5.6415,5.0489,5.2298,5.5108,4.9025,4.7507,5.8262,5.865,3.9438,5.1917
  Ccdc181,8.0697,7.8847,7.7936,7.7271,7.4455,7.1879,7.1047,7.4898,7.9514,7.986,8.139,8.0375
  Ccdc183,2.4036,3.1122,2.7931,3.5215,4.1218,5.3192,3.7598,4.5299,2.4728,3.3404,4.2331,3.8657
  Ccdc184,2.4036,2.6607,3.1514,2,4.5093,4.8369,3.7598,2.7108,2.2557,2.5238,2.3615,2.2671
  Ccdc24,3.3862,3.4555,2.5739,3.1682,4.4217,5.3859,3.8981,4.2692,3.3511,2.9073,5.631,4.089
  Ccdc28b,8.297,8.3426,8.5137,8.3878,7.7269,7.7278,7.2015,7.0786,8.7159,8.8042,7.7384,7.6504
  Ccdc33,2.2158,2,2,2,3.2271,4.9293,2,2.9672,2,2,2,2.2671
  Ccdc38,6.426,6.4016,6.1777,6.4177,6.6709,7.0299,7.2668,6.8588,6.4036,6.584,8.0734,7.8158
  Ccdc50,13.2736,13.2513,13.3333,13.3261,12.7067,12.5923,12.8475,12.8945,13.3442,13.4215,13.923,13.6965
  Ccdc57,5.256,5.1909,5.0579,5.3429,7.3773,7.9646,6.8387,6.7435,4.9245,5.0776,6.9757,7.5221
  Ccdc58,8.2426,7.9312,8.1666,7.9808,9.9051,9.8908,10.3796,10.3574,8.0769,8.2201,9.7773,9.6242
  Ccdc69,9.5783,9.5622,9.5403,9.4147,8.578,8.3036,8.486,8.8807,9.4247,9.4332,8.4661,8.3675
  Ccdc71l,10.4341,10.3318,10.3578,10.2245,9.3361,9.1044,9.3662,9.6778,10.2343,10.4714,10.3607,9.7094
  Ccdc80,4.624,5.0292,4.7786,3.0281,6.4453,6.3821,5.9047,4.8174,5.7028,4.6943,3.4374,5.7668
  Ccdc82,10.5647,10.5797,10.5192,10.414,9.9191,10.1164,9.3572,9.7328,10.4351,10.417,9.7773,9.582
  Ccdc85c,4.3319,4.3408,3.9749,4.1808,5.3767,5.8785,5.7304,5.938,3.8931,4.3671,7.1821,6.6322
  Ccdc86,9.0659,8.8041,8.8524,9.2531,10.7179,11.0814,10.9503,10.8881,8.9779,9.2189,11.2034,11.1187
  Ccdc92b,4.186,4.4471,3.1514,4.042,3.8805,4.3934,2.75,2.9672,2.2557,2.5238,2,3.2773
  Ccl17,2.2158,2.6607,3.8824,3.1682,4.0062,4.5177,3.4354,3.9506,2.8283,3.21,4.7429,4.2208
  Ccl19,3.196,3.3499,3.1514,3.2958,4.5093,5.5108,3.8981,3.6909,3.8158,2.2856,2.8908,4.0184
  Ccl21a,2.977,3.2359,2.7931,2.2725,4.6699,4.7381,4.8352,4.0648,3.8158,3.46,2,4.5055
  Ccl22,5.3953,5.4169,5.4613,5.5363,7.4118,7.7406,8.7601,9.4835,4.8095,5.0008,8.543,8.594
  Ccl24,6.9994,6.6104,7.0335,7.3098,6.3771,6.7033,7.228,6.3519,6.322,6.4459,5.4169,6.1274
  Ccl3,5.2314,4.5461,5.2918,4.042,4.3285,5.3859,4.5293,4.6074,4.2277,4.427,3.7127,5.1592
  Ccl4,4.9891,4.6828,4.7786,4.7252,4.0062,4.9293,4.8352,3.6909,4.5478,4.1706,3.2771,4.3415
  Ccl6,8.691,8.1903,8.4825,7.7271,8.7178,8.3293,8.5609,7.4692,7.565,8.0398,6.7035,7.741
  Ccm2,11.9588,12.0325,11.9874,12.2712,11.6617,11.5959,11.8419,12.0519,12.2931,12.3771,11.6882,11.4355
  Ccm2l,4.0237,4.6828,4.0619,4.2454,5.2298,5.0162,3.7598,3.9506,4.8095,4.7422,2.6502,4.1564
  Ccna2,9.6577,8.882,9.1834,8.2289,8.3774,8.0596,8.3837,8.0979,8.3027,8.4649,9.2896,8.7871
  Ccnb1,8.6955,8.007,8.3419,7.5781,7.6993,7.071,7.4467,7.5885,7.9055,7.5999,7.4309,7.3743
  Ccnb2,8.0835,7.3259,7.537,6.6974,6.798,6.7292,6.8039,6.0531,7.0097,6.6101,7.3526,6.8101
  Ccnc,9.9099,9.8639,9.9338,9.9382,9.7361,9.556,10.46,10.1708,10.0129,10.0545,10.8623,10.3236
  Ccnd1,9.0659,8.5476,9.0882,9.3259,8.4676,8.295,8.6171,8.2444,8.8697,8.939,9.0626,9.4354
  Ccnd2,12.0093,11.8059,11.947,12.4128,13.7836,13.8196,13.8292,13.7728,11.7383,11.8569,14.8571,14.2301
  Ccnd3,11.4021,12.0473,11.9297,12.5635,11.8145,12.2044,11.7131,10.8626,11.8095,11.8953,11.7756,10.7826
  Ccndbp1,10.2643,10.3661,10.1601,10.4776,10.0213,10.0199,10.3528,10.3461,10.3477,10.8255,10.0726,10.0947
  Ccne1,9.0711,9.1254,8.9238,9.1149,7.5316,7.5056,7.4912,7.9791,8.9397,9.1975,7.7307,7.2793
  Ccne2,8.3776,7.8988,8.2383,7.9326,7.583,7.851,7.8563,7.54,7.8532,8.1417,9.0503,8.4027
  Ccnf,8.3859,7.9404,8.0384,7.4874,11.0877,11.1076,11.7569,11.7315,7.6786,7.4847,8.4937,7.9548
  Ccng1,11.7135,11.5764,11.7653,11.3503,15.3608,15.2329,15.8513,15.8427,11.2952,11.3203,11.6867,11.2761
  Ccng2,11.1273,11.0701,11.099,11.2883,9.4785,9.3582,9.5427,9.7,11.4314,11.5313,9.955,9.521
  Ccnh,9.6997,9.593,9.6911,9.7462,9.5107,9.5005,9.8354,9.7753,9.6779,9.8189,10.7522,10.3508
  Ccni,12.1537,12.0974,12.2394,12.3036,11.1228,10.8834,11.2386,11.2789,12.2547,12.422,11.8081,11.5452
  Ccnj,9.6484,9.7426,9.525,10.1151,8.8368,9.0488,8.9391,9.1853,9.7249,9.946,9.7043,9.5113
  Ccno,3.0907,2.4722,2,2,4.5093,4.7381,5.0875,4.0648,2,2,2.8908,2.8589
  Ccpg1,10.4028,10.3126,10.3823,10.3242,10.484,10.5412,9.776,10.0126,10.1492,10.0757,9.3762,9.2121
  Ccr1,8.8648,8.3078,8.4943,7.5399,7.342,8.3628,7.7956,7.1834,8.2741,8.1639,8.5949,8.5509
  Ccr10,4.2363,4.2846,4.2215,3.5215,4.3285,4.2574,3.241,4.2692,3.2371,3.0666,2.6502,3.6013
  Ccr2,9.4296,8.8796,9.3781,9.1534,9.0779,9.4585,9.7488,9.3264,9.6503,9.0599,8.7365,10.1802
  Ccr3,10.7108,10.7497,11.3393,10.7302,10.9566,10.2877,10.7569,10.5425,10.3356,10.4336,10.2286,10.6975
  Ccsap,7.5887,7.6038,7.1572,7.603,7.4343,7.3802,7.0011,7.009,7.7737,7.6698,7.3627,7.0055
  Cct2,12.2245,11.9603,12.2156,12.0537,12.8814,12.843,13.343,13.3286,12.2105,12.2714,14.3168,13.5852
  Cct3,11.8296,11.7721,11.8552,11.6908,12.8016,12.8464,13.3432,13.3055,11.9098,11.9137,14.8452,14.1633
  Cct4,12.1374,11.9789,12.0935,11.9236,12.6685,12.5839,13.0963,13.0307,11.995,12.0182,13.9989,13.3442
  Cct5,12.7369,12.4664,12.7043,12.3076,13.2745,13.2107,13.7301,13.8033,12.5047,12.5852,15.0262,14.4151
  Cct7,11.8749,11.7293,11.9362,11.7764,12.2637,12.1939,12.7294,12.7592,11.7767,11.8287,14.0528,13.1092
  Cct8,11.9392,11.7359,11.8495,11.6792,12.6783,12.6768,13.042,13.0778,11.6743,11.7947,14.4413,13.766
  Cd101,6.3708,6.0434,5.7503,5.4009,5.9774,6.8988,5.6929,5.5637,5.7862,5.5516,4.6147,5.0919
  Cd109,3.196,2.4722,2.3153,2.6992,4.6699,4.3934,4.6903,4.2692,2.6614,2.2856,2.6502,2.6873
  Cd163,10.0753,10.3754,10.0698,10.3511,10.9291,9.9249,10.0676,9.7837,9.8719,9.0973,9.2922,9.3353
  Cd163l1,4.1339,4.8471,4.9707,3.2958,5.3294,6.537,4.9025,4.7507,4.9245,3.3404,4.2331,5.2545
  Cd164,12.0141,12.1098,12.1485,12.2524,11.5863,11.5638,12.0054,11.8865,12.0027,11.9496,12.6019,12.0961
  Cd177,7.2767,5.8823,5.6415,4.4237,5.4225,6.3821,5.9047,5.4838,4.3425,4.5399,4.2331,5.6547
  Cd180,13.3187,13.201,13.0909,13.2674,11.5901,11.3092,11.3339,11.6663,13.3062,13.3192,12.9637,13.2215
  Cd19,14.786,14.8704,14.6969,14.744,14.2624,14.1207,14.9215,15.075,14.8476,14.875,15.3371,14.8756
  Cd1d1,11.1908,11.0497,11.0453,10.6762,9.3803,9.0794,9.9068,9.9711,10.6488,10.4652,10.1897,10.0039
  Cd1d2,5.3504,4.8471,5.0579,4.9745,4.4217,4.9293,5.574,5.5637,4.103,4.3671,5.4918,5.6074
  Cd2,12.0543,12.0239,12.0389,12.0683,9.7202,9.7426,9.3299,9.7066,12.1618,12.2578,10.7532,10.5122
  Cd200,9.8963,10.0795,9.9862,10.3456,9.3977,9.4663,9.8482,9.7,10.2435,10.5264,10.6007,10.4405
  Cd200r4,5.7119,5.6793,6.5825,5.6361,5.7802,6.2805,5.969,4.9422,5.3655,4.4846,5.2966,5.3147
  Cd209a,5.181,4.5931,4.9707,5.7958,5.2804,5.4497,6.1736,5.9967,6.5659,6.4459,6.1537,6.2404
  Cd209b,4.8344,4.8471,4.1439,5.7295,3.5905,4.5177,4.3479,2.9672,3.8931,4.5932,2.6502,4.2208
  Cd209d,3.3862,3.5539,3.5627,4.9359,2.4171,3.2738,3.4354,3.5411,5.3655,5.3802,5.1189,4.9472
  Cd22,14.9184,14.982,14.8578,15.0362,13.6654,13.4824,13.3693,13.772,15.0001,15.0574,14.6664,14.4944
  Cd24a,13.8047,13.3825,13.4653,13.4745,12.743,12.5258,13.2552,13.5581,13.662,14.0216,14.5579,14.3923
  Cd27,8.5785,8.882,8.7116,9.1784,8.7496,8.9026,8.3719,8.5638,8.9214,8.5783,8.0237,8.3095
  Cd276,6.0718,6.173,6.3256,6.4177,4.9458,5.0981,5.6929,5.9967,6.1593,6.2273,5.2105,5.3439
  Cd300c,5.2064,5.0292,5.1796,5.997,5.7446,5.2492,5.6929,5.4422,6.4298,6.2273,5.7578,6.2862
  Cd300c2,8.9197,8.7915,9.3971,8.8234,9.253,8.6746,9.2121,8.7244,8.611,8.846,7.8061,8.9093
  Cd300e,9.1404,9.1354,9.2773,8.4981,9.0231,8.5122,8.5764,8.6486,7.8772,7.7599,7.4869,8.6241
  Cd300lb,6.9323,6.8326,7.1171,6.6623,7.3179,7.0088,7.5236,6.6551,6.4036,7.8171,5.2542,6.5963
  Cd300ld3,6.382,6.5037,6.9898,6.9799,6.5104,6.0935,6.7317,6.1338,6.4036,6.7457,5.0211,6.2862
  Cd300ld4,3.196,2.8274,3.7835,3.7166,3.2271,2,3.241,4.6074,3.1133,3.0666,3.4374,4.5055
  Cd300ld5,3.196,3.8143,5.1796,5.7067,5.4225,5.68,4.9025,2,3.8158,3.3404,2,4.9848
  Cd302,8.789,8.6004,8.9238,8.5309,8.5831,8.1774,8.4639,8.157,8.382,8.2903,7.6098,8.1779
  Cd320,6.3595,6.3614,6.2901,6.1736,7.6711,7.4905,8.4805,8.3774,6.5659,6.4017,8.9869,8.4901
  Cd36,11.5588,11.3046,11.3306,10.886,10.4247,10.1311,11.1207,11.1449,11.0203,11.2406,13.1108,12.8332
  Cd37,14.1211,14.1513,14.0263,14.2841,13.7989,13.7127,14.0079,14.433,14.1834,14.3026,13.995,13.8674
  Cd38,13.0491,13.0804,13.0256,13.0685,11.94,11.8941,12.1741,12.1702,12.9589,13.0263,12.5105,12.0227
  Cd3eap,8.8243,8.6457,8.4706,8.7048,9.899,10.1041,9.8418,9.9637,8.6281,8.8866,11.1458,10.9426
  Cd40lg,4.0237,3.6461,3.4382,4.3667,3.0041,2.96,3.241,3.5411,4.5478,3.0666,3.0969,3.5012
  Cd47,12.6055,12.7729,12.7578,13.2253,12.3105,12.3661,12.0149,11.9291,12.7624,12.8626,12.1351,12.0897
  Cd48,11.6892,11.6246,11.9075,11.567,11.2209,10.9511,11.6763,11.6809,11.7888,11.7822,12.3655,11.9295
  Cd52,13.7465,13.5076,13.5569,13.2839,13.415,13.1023,13.4797,13.7349,13.4371,13.5943,14.4502,14.3473
  Cd53,13.8462,13.7663,13.9419,13.6033,12.4222,12.0744,12.9341,12.8391,13.9641,13.9586,14.5113,13.7953
  Cd55,14.136,14.2864,14.0465,14.2258,13.8178,13.8084,13.9725,14.175,14.4503,14.5684,11.9498,12.4883
  Cd55b,8.6264,9.2407,8.8091,9.309,8.4511,8.5636,8.6615,8.5926,9.3253,9.3773,7.5584,7.4833
  Cd59a,7.1836,7.0505,6.6956,7.0082,6.9929,7.2065,6.5335,6.3293,6.53,6.4887,5.8173,6.2247
  Cd5l,12.333,11.8975,12.624,11.6429,12.8329,11.5392,11.9303,11.398,11.339,11.6033,10.606,11.4619
  Cd63,5.7643,5.3637,5.3273,5.7958,5.51,5.1756,5.2514,4.8811,4.9964,6.1932,4.3179,5.8301
  Cd68,10.9419,10.551,11.2362,10.5994,10.8714,10.3496,10.5959,10.3262,10.1551,10.2539,9.5219,10.2761
  Cd7,7.347,6.6665,7.1473,7.3618,6.3055,6.9875,7.2921,6.9508,7.651,7.3975,7.3726,7.2717
  Cd72,12.88,12.7962,12.7172,12.878,12.0403,12.0547,12.0805,12.3175,12.8373,13.0585,13.2135,12.8094
  Cd79a,14.6289,14.5002,14.4128,14.5413,13.5819,13.3531,13.5363,13.9465,14.4865,14.7513,14.0496,13.8394
  Cd79b,15.0054,14.8432,14.9235,14.8152,13.7845,13.5682,14.1795,14.3809,15.1838,15.344,15.1803,14.8338
  Cd80,7.5741,7.812,7.6253,7.3173,12.0026,12.0801,12.5726,12.4681,7.1891,7.0135,7.3015,7.4833
  Cd83,12.3625,12.1873,12.4379,11.9638,13.7054,14.0722,14.0763,14.042,12.2645,12.3177,14.8895,13.9061
  Cd86,11.1114,11.0306,11.268,10.8559,10.6569,10.7488,10.8737,10.5412,10.7314,10.9539,10.5621,10.4515
  Cd8b1,7.392,7.1244,6.9898,7.412,7.2934,7.7278,6.8557,6.5994,7.6948,6.9839,7.5141,7.4568
  Cd93,10.2095,9.9215,9.8854,10.63,9.9231,9.9799,10.4614,10.3475,10.5752,11.1311,8.6815,9.2062
  Cd99l2,8.0662,8.2429,8.3244,8.4056,7.2433,7.3638,6.75,6.7774,8.1378,8.3535,6.936,7.1694
  Cdc14b,8.9707,9.1473,9.0515,9.3203,8.9855,9.0591,8.8352,8.8452,9.1572,9.0191,8.2725,8.3922
  Cdc25b,10.4022,10.7333,10.4146,11.1547,8.1781,8.1488,7.6853,7.9718,10.8902,10.9526,8.0855,8.198
  Cdc34,9.8884,9.6552,9.7594,9.5489,11.8081,11.6134,12.2475,12.3286,9.7486,9.8006,11.5882,11.0818
  Cdc42bpg,8.2334,8.423,8.3156,8.8445,12.3242,12.4668,12.6829,12.7387,8.3133,8.4862,7.6182,7.8416
  Cdc42ep1,2.977,3.6461,3.7835,3.6224,3.8805,4.2574,3.4354,3.6909,3.8931,4.5932,2.3615,4.2208
  Cdc42ep2,7.1046,6.8326,7.2892,7.412,7.5421,6.7798,7.5864,7.1579,6.8247,7.0804,6.3274,7.5412
  Cdc42ep3,8.5163,8.2355,8.4139,8.377,7.1235,7.111,7.119,7.0786,8.3378,8.3496,7.1244,7.3092
  Cdc42se1,12.2716,12.2398,12.3007,12.4446,11.5107,11.4119,11.7978,11.8991,12.4435,12.5538,12.1211,11.8185
  Cdc42se2,12.2555,12.2188,12.2233,12.2176,11.5285,11.5556,11.7694,11.9598,12.3117,12.3463,11.9729,11.5616
  Cdc45,8.0239,7.5747,7.6675,7.2946,7.736,7.6753,7.9064,7.8734,7.1737,7.162,9.0596,8.4369
  Cdc6,8.221,7.6038,7.6466,6.8086,7.3889,7.593,7.0314,6.9055,6.5179,7.0804,8.5821,8.1616
  Cdca3,8.4776,7.8268,8.091,7.072,7.5627,7.3132,7.0904,7.54,7.0776,7.4634,7.5929,7.5723
  Cdca4,10.0623,9.9064,10.1277,9.9552,9.8641,9.6941,10.3766,10.5101,10.1531,10.132,11.1667,10.6595
  Cdca5,7.0634,6.3201,6.6402,6.4036,6.4002,6.4145,6.1736,6.5215,6.2938,6.1404,7.4213,6.9685
  Cdca7,9.3085,8.917,9.2381,8.9742,9.6947,9.7865,10.3558,10.2132,9.0766,9.2993,12.4124,11.7175
  Cdca7l,8.7462,8.4804,8.5175,8.1167,9.2812,9.3117,9.6857,9.7563,8.3987,8.4287,11.153,10.8149
  Cdh1,4.8014,5.1284,4.9707,6.14,5.3294,5.3859,5.1988,4.2692,5.3102,5.6045,5.1189,5.1259
  Cdh16,2.2158,2.4722,2.5739,2.873,4.2289,4.7381,3.241,2.3988,2.6614,2.2856,3.5816,3.0123
  Cdh17,9.7242,9.4957,9.6373,9.0909,8.1646,8.5047,7.7136,7.5498,9.1786,8.9945,8.2073,8.0464
  Cdh20,4.733,5.3637,5.0996,5.6601,5.8822,6.3821,4.7646,4.6808,5.0648,4.3045,4.1429,5.1592
  Cdh5,6.9015,6.6443,7.1572,6.787,6.7268,6.245,6.446,5.938,7.2194,7.5802,6.5007,7.2868
  Cdhr2,3.3862,3.3499,2.5739,2.2725,4.6699,4.7381,4.6903,4.5299,2.4728,3.5705,2.6502,2.2671
  Cdhr3,2.7186,2.6607,2.9833,2.5016,4.5918,5.2492,3.8981,2.9672,3.9666,3.46,3.7127,3.8657
  Cdk1,8.2147,7.6038,7.967,7.2559,6.9149,6.8044,6.7682,6.7088,7.1581,7.3363,7.8916,7.2943
  Cdk15,7.8329,7.8317,7.9095,8.6904,10.0653,10.7054,8.4013,8.3664,8.3584,8.1814,7.4961,8.194
  Cdk18,5.9262,5.8243,6.0129,6.4316,7.0524,7.5353,6.0304,6.259,5.7241,5.8865,4.4739,5.8707
  Cdk19,11.3883,11.4459,11.411,11.653,10.8485,10.7037,10.8354,11.024,11.5784,11.7112,10.3329,10.2053
  Cdk2,9.9575,9.8324,9.9481,10.1609,9.3241,9.1768,9.5321,9.4963,10.1842,10.2927,10.4206,10.0807
  Cdk2ap2,10.3439,10.2088,10.2085,10.0656,10.0689,9.6232,10.1547,10.5012,10.2043,10.3136,10.685,10.1412
  Cdk3-ps,3.6313,3.8917,3.8824,4.3073,4.5918,4.9293,5.1442,5.4422,4.6404,4.3045,5.8173,5.3439
  Cdk4,11.1,10.8614,10.9847,10.776,11.412,11.3274,11.912,11.9082,10.928,11.0368,13.1762,12.7936
  Cdk5,9.1154,9.2259,9.1614,9.0417,8.6759,8.459,9.062,9.2009,9.3201,9.1224,8.9706,8.63
  Cdk5r1,8.6683,8.6569,8.6568,8.4091,10.6032,10.6922,11.387,11.0631,8.3787,8.4324,10.8833,10.601
  Cdk6,11.3862,11.2815,11.3679,11.8015,12.2411,12.1869,12.4082,12.3942,11.6733,11.812,13.1195,13.0121
  Cdkl1,7.2585,7.225,7.316,7.5968,5.0072,4.5177,4.6121,4.8811,7.6786,7.8612,5.9561,5.7668
  Cdkn1a,4.733,5.0292,4.7263,4.7252,12.1246,12.045,12.7671,12.9408,4.2862,3.9432,4.4739,4.3983
  Cdkn1b,11.8924,11.8831,11.7666,11.8974,11.0167,10.9191,10.9312,11.1278,11.9103,11.9946,11.3185,10.8592
  Cdkn2aipnl,10.4008,10.2397,10.496,10.0856,10.2498,9.9799,10.384,10.5201,10.4074,10.3843,11.7055,11.1177
  Cdkn2b,3.7743,3.4555,3.9749,3.7166,6.5727,6.8044,6.8893,7.3837,3.4568,3.5705,3.8329,4.5055
  Cdkn2d,8.731,8.6951,8.7481,8.9813,6.6324,6.8044,6.5121,6.9508,9.0599,9.2503,6.7652,7.1856
  Cdkn3,6.4792,5.7639,6.0769,5.4566,5.815,5.68,5.8027,5.3551,5.6811,6.0288,6.0827,6.0047
  Cdr2,8.9577,8.7005,8.3288,9.5214,8.8411,9.1721,8.8047,8.4423,8.4185,10.3919,9.3156,9.5431
  Ceacam1,11.2356,11.3451,11.1105,11.5093,10.049,9.9249,9.2643,9.4758,11.469,11.6923,9.3079,9.5273
  Ceacam15,2.5696,3.1122,2.5739,2,3.4202,4.8369,2.75,2,2,2.2856,2,2.2671
  Ceacam16,7.9692,7.9082,8.0438,8.0993,7.4118,7.5056,7.424,7.7929,8.4315,8.4251,7.1478,7.1776
  Ceacam2,8.0972,7.7665,8.0168,7.5528,5.3294,6.2086,5.3512,4.9422,7.2638,6.9638,6.6716,6.2247
  Ceacam20,5.3953,6.0769,5.8994,6.4177,7.3179,7.7907,6.446,6.2102,6.2794,6.0857,4.8607,6.0229
  Cebpa,6.9625,6.4913,7.1473,7.208,6.3055,6.1712,6.5121,5.2624,6.6463,6.8479,5.2966,6.3306
  Cebpz,11.5996,11.6072,11.5368,11.4861,12.3249,12.5896,12.7051,12.7,11.6334,11.7169,13.6535,13.2298
  Cecr2,11.0565,11.1671,11.048,11.9056,13.0059,13.1051,13.8876,13.6954,11.7268,11.9705,12.0435,11.8842
  Cela1,7.4781,7.2545,8.3332,8.1296,7.2175,7.2248,7.3892,6.7605,7.559,7.676,4.9696,6.5594
  Cela2a,3.2942,3.7327,4.0619,4.1131,4.4217,6.5661,3.7598,3.9506,3.1133,4.0231,3.8329,3.7828
  Cela3b,3.196,2.9768,2.5739,3.4131,4.1218,5.68,2.4232,3.374,2.4728,3.0666,3.2771,3.2773
  Celf2,13.2905,13.4109,13.3163,13.4699,12.5493,12.4381,12.5021,12.5944,13.4001,13.3352,12.9967,12.7486
  Celf5,5.3504,6.0434,5.6415,5.9396,9.9912,9.7331,10.4739,10.8636,6.1749,5.5244,5.9561,5.4006
  Celsr2,6.2165,6.731,6.4109,7.3691,8.516,8.578,9.0057,9.277,7.5351,7.4418,7.7461,7.0146
  Cemip,5.4812,5.9917,5.4289,5.7295,7.256,7.607,6.5546,5.6758,6.322,5.5516,6.1537,7.2717
  Cenpa,10.2689,10.3516,10.1905,10.6277,9.9682,10.1016,9.9923,10.1287,10.2728,10.3383,9.2922,9.0643
  Cenpe,9.8241,9.2736,9.4882,8.8101,8.9778,8.6408,7.9308,8.1825,8.7986,8.7872,8.7326,8.202
  Cenpf,9.8556,9.209,9.4158,9.0843,8.9429,8.7525,8.1265,8.2921,9,8.7318,8.645,8.2139
  Cenpk,6.4581,6.1574,6.3604,5.3429,5.8822,5.9684,5.8027,5.5243,5.7241,5.9695,6.75,6.1606
  Cenpm,6.0438,5.7432,6.1382,6.0157,7.1912,7.1306,7.8899,7.7163,5.8651,5.7047,7.4685,7.1112
  Cenpw,6.0153,5.635,5.9686,5.8172,5.3294,5.1756,5.489,5.4422,6.0111,5.9286,5.5974,5.7451
  Cep112,4.0237,4.3408,4.1439,4.1808,5.5925,5.9684,4.0244,3.6909,4.4991,3.9432,3.8329,4.6987
  Cep126,2.7186,2.6607,2.9833,2.873,4.0062,5.3859,4.1405,3.6909,2.2557,2.2856,3.4374,3.1509
  Cep164,9.8097,9.9352,9.8011,9.972,9.8579,9.8908,9.7094,9.8409,9.9014,9.8147,8.5562,9.0643
  Cep170,12.2733,12.2906,12.22,12.4805,11.8616,11.8652,11.9508,12.0806,12.432,12.5116,12.3825,12.0553
  Cep170b,7.9085,8.2865,8.091,8.2128,12.8351,12.8183,13.2746,13.4044,7.8725,8.1506,8.4332,8.0464
  Cep19,7.5295,7.2024,7.3851,7.1331,6.7805,6.477,6.5121,6.7774,7.4222,7.1796,7.7764,7.3018
  Cep250,11.9323,12.0646,11.8453,12.1298,12.2083,12.2398,12.1522,12.4603,11.8583,11.7363,10.5157,10.873
  Cep290,8.6003,8.4773,8.7676,8.2006,9.4974,9.5155,10.0547,9.9283,7.9514,8.0494,7.2699,7.9164
  Cep55,8.1275,7.2024,7.7679,6.8918,7.1912,6.477,6.4232,6.9208,7.0184,7.3047,7.6348,7.3884
  Cep72,8.5239,8.5684,8.4385,8.4266,7.736,7.9089,8.632,8.5093,8.7291,8.7872,8.4937,8.3922
  Cep89,10.1493,10.2452,10.115,10.7421,9.4947,9.7234,9.6247,9.6088,10.5328,10.7035,9.2058,9.4455
  Cep97,10.2103,10.501,10.2368,10.486,9.9912,10.148,9.9412,10.0072,10.46,10.4372,10.0464,9.7468
